,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,人口數,性比例,人口密度,扶養比,扶幼比,扶老比,老化指數,0-14歲人口數,15-64歲人口數,65歲以上人口數,15歲以上博士人口數,15歲以上碩士人口數,15歲以上大學院校人口數,15歲以上專科人口數,15歲以上高中職人口數,15歲以上國中初職人口數,15歲以上小學人口數,15歲以上自修人口數,15歲以上不識字人口數,15歲以上未婚人口數,15歲以上有偶(不同性別)人口數,15歲以上有偶(相同性別)人口數,15歲以上離婚(不同性別)人口數,15歲以上離婚(相同性別)人口數,自然增加人數,社會增加人數,總戶數,綜合所得總額,綜合所得平均數,綜合所得中位數,綜合所得第一分位數,綜合所得第三分位數,各類所得金額合計(108年起),各類所得金額薪資所得(108年起),110green,fire,police,primary,secondary,gym,area,名稱,multiHospital,1
臺北市士林區天和里,臺北市,63000110,士林區,63000110-039,天和里,7400,91.31,18238.91,50.35,19.75,30.6,154.94,972,4922,1506,129,874,2778,865,1228,259,274,1,13,2108,3555,5,399,2,2,-131,2737.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,1.0,0.0,405778.0,0.0,0.0,83.0
臺北市士林區天壽里,臺北市,63000110,士林區,63000110-038,天壽里,5110,85.89,24154.36,58.5,23.79,34.71,145.89,767,3224,1119,83,630,1818,623,831,178,177,1,3,1331,2528,2,263,0,3,-74,1974.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,211583.0,1.0,0.0,115.0
臺北市士林區天山里,臺北市,63000110,士林區,63000110-040,天山里,6831,85.73,41178.14,56.67,21.03,35.64,169.47,917,4360,1554,115,867,2496,835,1111,259,217,5,5,1930,3214,1,415,0,4,-117,2666.0,-,-,-,-,-,-,-,1.0,0.0,0.0,0.0,1.0,0.0,165910.0,0.0,0.0,99.0
臺北市士林區天母里,臺北市,63000110,士林區,63000110-042,天母里,6559,88.8,3489.94,55.1,21.64,33.46,154.64,915,4229,1415,99,830,2363,690,1149,253,230,6,20,1919,3057,7,325,0,7,-40,2516.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,1.0,0.0,1879641.0,0.0,0.0,110.0
臺北市士林區天玉里,臺北市,63000110,士林區,63000110-041,天玉里,8824,85.34,34512.83,56.59,23.66,32.94,139.23,1333,5635,1856,163,1031,3216,977,1468,292,321,5,6,2456,4088,3,497,0,1,-81,3439.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,255706.0,0.0,0.0,164.0
臺北市士林區天祿里,臺北市,63000110,士林區,63000110-037,天祿里,5197,88.57,36913.13,54.72,21.11,33.61,159.24,709,3359,1129,67,635,1800,600,961,198,213,6,8,1489,2473,2,273,0,-2,-53,1965.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,140808.0,1.0,0.0,95.0
臺北市士林區天福里,臺北市,63000110,士林區,63000110-036,天福里,6386,85.53,31093.73,52.7,23.17,29.53,127.45,969,4182,1235,77,751,2157,764,1163,249,251,6,8,1768,2993,2,354,0,4,-49,2399.0,-,-,-,-,-,-,-,0.0,0.0,1.0,1.0,1.0,0.0,205406.0,1.0,0.0,58.0
臺北市士林區富光里,臺北市,63000110,士林區,63000110-016,富光里,5924,96.09,20913.35,42.92,15.66,27.26,174.11,649,4145,1130,19,285,1424,680,1506,604,684,19,55,1916,2460,0,510,0,-4,-16,2199.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,283302.0,0.0,0.0,52.0
臺北市士林區富洲里,臺北市,63000110,士林區,63000110-024,富洲里,6176,108.23,1867.16,36.28,12.38,23.9,193.05,561,4532,1083,19,269,1442,676,1505,770,873,11,50,1862,2917,3,468,0,-1,-5,3043.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,3308182.0,0.0,0.0,3.0
臺北市士林區岩山里,臺北市,63000110,士林區,63000110-025,岩山里,3347,91.48,6816.1,50.97,18.04,32.93,182.5,400,2217,730,39,389,1033,400,711,191,172,3,9,986,1536,4,231,0,2,-13,1271.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,491106.0,1.0,0.0,37.0
臺北市士林區平等里,臺北市,63000110,士林區,63000110-048,平等里,1487,102.31,231.73,43.67,11.88,31.79,267.48,123,1035,329,0,60,329,143,381,174,259,9,10,444,722,1,104,0,-3,-2,544.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,6417826.0,0.0,0.0,2.0
臺北市士林區後港里,臺北市,63000110,士林區,63000110-008,後港里,8056,96.73,13797.4,47.98,19.4,28.58,147.35,1056,5444,1556,67,626,2313,947,1800,553,645,7,37,2398,3638,4,527,0,1,-33,3091.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,583956.0,1.0,0.0,64.0
臺北市士林區德華里,臺北市,63000110,士林區,63000110-028,德華里,5626,86.72,19076.49,52.67,19.48,33.19,170.33,718,3685,1223,58,551,1822,624,1096,322,404,13,14,1630,2539,4,406,1,-2,-51,2271.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,294957.0,1.0,2.0,70.0
臺北市士林區德行里,臺北市,63000110,士林區,63000110-027,德行里,4423,88.37,22563.79,50.34,18.35,31.99,174.26,540,2942,941,54,455,1383,524,927,241,280,7,7,1286,2052,5,301,0,3,-38,1909.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,196047.0,1.0,2.0,39.0
臺北市士林區忠誠里,臺北市,63000110,士林區,63000110-030,忠誠里,5406,87.77,36878.62,53.54,17.58,35.96,204.52,619,3521,1266,87,658,1889,678,981,239,239,3,11,1576,2536,1,344,0,-7,-50,2160.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,146608.0,1.0,2.0,86.0
臺北市士林區承德里,臺北市,63000110,士林區,63000110-012,承德里,5381,87.88,33654.39,45.12,14.59,30.53,209.24,541,3708,1132,64,566,1816,633,1097,285,352,4,17,1693,2495,3,362,0,-4,-56,2320.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,159911.0,0.0,0.0,49.0
臺北市士林區新安里,臺北市,63000110,士林區,63000110-045,新安里,1829,97.3,939.41,50.91,10.15,40.76,401.63,123,1212,494,27,157,531,218,421,141,197,2,8,597,859,1,115,0,-2,-18,740.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,1.0,0.0,1947198.0,0.0,0.0,12.0
臺北市士林區明勝里,臺北市,63000110,士林區,63000110-014,明勝里,4756,92.08,16665.5,47.7,15.87,31.83,200.59,511,3220,1025,38,445,1460,597,1068,282,333,7,15,1435,2142,2,358,0,-4,-52,1941.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,285417.0,0.0,0.0,54.0
臺北市士林區東山里,臺北市,63000110,士林區,63000110-032,東山里,5066,92.84,3361.13,46.76,17.38,29.37,169.0,600,3452,1014,60,536,1587,586,1053,289,331,7,11,1541,2274,0,347,0,6,-50,1817.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,1.0,0.0,1507420.0,1.0,0.0,29.0
臺北市士林區永倫里,臺北市,63000110,士林區,63000110-022,永倫里,6900,100.52,11252.98,42.95,13.47,29.48,218.92,650,4827,1423,33,385,1780,808,1712,638,854,7,39,2103,3226,2,518,2,-5,-55,2771.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,613255.0,0.0,0.0,109.0
臺北市士林區永福里,臺北市,63000110,士林區,63000110-043,永福里,1214,95.18,881.37,53.09,12.74,40.35,316.83,101,793,320,24,119,310,120,293,103,136,3,4,370,565,0,80,0,-2,-5,454.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,1.0,0.0,1377570.0,1.0,0.0,8.0
臺北市士林區溪山里,臺北市,63000110,士林區,63000110-049,溪山里,1492,102.99,145.93,48.02,13.79,34.23,248.2,139,1008,345,3,53,313,142,412,177,235,4,14,439,660,0,136,0,-6,-2,581.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,10225060.0,0.0,0.0,3.0
臺北市士林區百齡里,臺北市,63000110,士林區,63000110-011,百齡里,6886,94.25,46398.49,48.37,19.67,28.7,145.89,913,4641,1332,38,548,1931,763,1520,559,566,11,31,2046,3113,3,442,0,3,-92,2487.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,1.0,148430.0,0.0,0.0,64.0
臺北市士林區社園里,臺北市,63000110,士林區,63000110-021,社園里,7221,100.25,35444.14,45.79,18.8,26.99,143.61,931,4953,1337,32,402,1742,752,1749,703,863,11,30,2166,3220,1,506,0,-2,-76,2627.0,-,-,-,-,-,-,-,1.0,0.0,1.0,0.0,0.0,0.0,203757.0,0.0,0.0,73.0
臺北市士林區社子里,臺北市,63000110,士林區,63000110-019,社子里,6490,97.38,17335.7,44.61,18.0,26.6,147.77,808,4488,1194,33,397,1560,702,1567,641,738,8,34,1974,2841,1,496,0,0,-23,2505.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,374422.0,1.0,0.0,67.0
臺北市士林區社新里,臺北市,63000110,士林區,63000110-020,社新里,8969,100.11,21741.4,43.92,16.43,27.49,167.29,1024,6232,1713,31,468,2224,990,2263,881,1026,15,44,2748,3904,2,766,0,5,-69,3457.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,412587.0,0.0,0.0,85.0
臺北市士林區福中里,臺北市,63000110,士林區,63000110-009,福中里,6746,93.18,26465.18,44.67,19.71,24.96,126.66,919,4663,1164,31,503,1899,782,1523,480,559,13,28,1965,3080,1,446,0,-2,-84,2550.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,254935.0,1.0,0.0,80.0
臺北市士林區福佳里,臺北市,63000110,士林區,63000110-007,福佳里,7603,93.07,14695.48,49.93,18.99,30.94,162.93,963,5071,1569,88,772,2406,838,1541,429,533,5,25,2202,3575,6,463,1,6,-117,2982.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,517438.0,1.0,0.0,41.0
臺北市士林區福安里,臺北市,63000110,士林區,63000110-023,福安里,4959,110.57,1897.35,33.95,11.62,22.34,192.33,430,3702,827,11,185,1101,461,1231,699,798,3,39,1637,2214,1,381,0,-9,-23,2074.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,2614012.0,0.0,0.0,2.0
臺北市士林區福德里,臺北市,63000110,士林區,63000110-004,福德里,5543,110.2,18958.53,47.77,10.85,36.92,340.29,407,3751,1385,68,539,1588,702,1319,478,425,7,13,1900,2172,3,779,0,-12,-76,2910.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,292413.0,1.0,0.0,62.0
臺北市士林區福志里,臺北市,63000110,士林區,63000110-005,福志里,7360,90.97,20564.17,55.57,17.27,38.3,221.79,817,4731,1812,124,928,2582,865,1338,329,346,7,17,2122,3544,6,412,0,2,-96,3006.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,357950.0,1.0,2.0,101.0
臺北市士林區福林里,臺北市,63000110,士林區,63000110-003,福林里,2843,93.93,1390.51,54.34,17.05,37.3,218.79,314,1842,687,36,285,908,313,598,156,211,4,16,865,1289,0,180,0,-6,-12,1226.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,2044840.0,1.0,2.0,47.0
臺北市士林區福華里,臺北市,63000110,士林區,63000110-013,福華里,6062,92.26,40780.08,43.75,14.8,28.95,195.67,624,4217,1221,26,359,1529,674,1606,605,585,10,39,1880,2507,8,623,0,-3,-56,2539.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,148670.0,0.0,0.0,26.0
臺北市士林區福順里,臺北市,63000110,士林區,63000110-015,福順里,5366,97.5,25400.7,45.18,15.12,30.06,198.75,559,3696,1111,39,342,1374,634,1306,479,599,13,24,1694,2308,3,480,0,-2,-41,2144.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,211282.0,0.0,0.0,39.0
臺北市士林區義信里,臺北市,63000110,士林區,63000110-002,義信里,3133,95.69,17089.12,44.85,15.72,29.13,185.29,340,2163,630,30,276,911,388,707,226,246,2,10,988,1408,1,217,0,-4,-36,1387.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,183357.0,1.0,0.0,38.0
臺北市士林區翠山里,臺北市,63000110,士林區,63000110-050,翠山里,2599,86.84,1598.43,53.7,12.48,41.22,330.33,211,1691,697,59,353,1017,309,430,126,84,0,4,766,1247,0,179,1,-6,-11,1184.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,1626169.0,0.0,0.0,5.0
臺北市士林區聖山里,臺北市,63000110,士林區,63000110-029,聖山里,4970,88.26,45558.3,48.76,17.27,31.49,182.32,577,3341,1052,84,611,1723,531,957,245,226,4,12,1431,2376,2,295,0,-5,-66,1935.0,-,-,-,-,-,-,-,0.0,0.0,1.0,0.0,1.0,0.0,109105.0,1.0,0.0,39.0
臺北市士林區臨溪里,臺北市,63000110,士林區,63000110-051,臨溪里,2772,96.46,1233.95,53.4,14.5,38.9,268.32,262,1807,703,39,282,935,261,620,188,163,13,7,795,1323,3,207,0,-5,-35,1178.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,1.0,0.0,2246717.0,1.0,0.0,31.0
臺北市士林區舊佳里,臺北市,63000110,士林區,63000110-006,舊佳里,5942,91.49,35318.8,51.35,15.16,36.19,238.82,595,3926,1421,93,638,1972,645,1166,351,439,7,34,1830,2772,2,370,0,1,-79,2469.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,168261.0,1.0,2.0,123.0
臺北市士林區芝山里,臺北市,63000110,士林區,63000110-031,芝山里,7546,90.32,6833.04,50.65,19.98,30.66,153.45,1001,5009,1536,102,799,2648,865,1435,335,335,8,6,2204,3564,1,424,2,-2,-100,2800.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,1.0,0.0,1104479.0,1.0,0.0,48.0
臺北市士林區菁山里,臺北市,63000110,士林區,63000110-047,菁山里,1544,123.44,131.71,42.44,10.7,31.73,296.55,116,1084,344,3,71,348,164,405,174,247,3,13,451,755,0,128,0,1,-10,583.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,0.0,0.0,11723852.0,0.0,0.0,1.0
臺北市士林區葫東里,臺北市,63000110,士林區,63000110-018,葫東里,4055,95.8,21022.02,42.93,16.64,26.3,158.05,472,2837,746,17,271,1113,453,991,329,382,5,21,1264,1756,1,305,1,-5,-65,1606.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,0.0,192919.0,1.0,0.0,23.0
臺北市士林區葫蘆里,臺北市,63000110,士林區,63000110-017,葫蘆里,7505,92.53,24704.0,47.77,20.36,27.41,134.62,1034,5079,1392,48,480,1910,865,1795,591,743,3,36,2164,3312,5,530,0,2,-69,2851.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,303838.0,0.0,0.0,40.0
臺北市士林區蘭興里,臺北市,63000110,士林區,63000110-035,蘭興里,6318,88.48,23390.04,50.46,18.67,31.79,170.28,784,4199,1335,93,711,2233,740,1211,259,267,5,13,1886,2958,2,380,0,-5,-101,2458.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,0.0,0.0,270150.0,1.0,2.0,95.0
臺北市士林區蘭雅里,臺北市,63000110,士林區,63000110-034,蘭雅里,8646,86.5,40833.1,53.71,21.0,32.71,155.8,1181,5625,1840,111,928,2992,949,1585,408,448,9,32,2418,4083,1,502,0,10,-97,3319.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,211767.0,1.0,0.0,139.0
臺北市士林區陽明里,臺北市,63000110,士林區,63000110-046,陽明里,2904,93.86,1329.51,52.52,11.19,41.33,369.48,213,1904,787,48,303,912,314,624,202,262,7,18,950,1334,0,195,0,-11,-58,1418.0,-,-,-,-,-,-,-,1.0,1.0,1.0,0.0,1.0,0.0,2184542.0,0.0,0.0,79.0
臺北市大同區保安里,臺北市,63000060,大同區,63000060-026,保安里,4384,95.1,24411.84,47.26,15.72,31.54,200.64,468,2977,939,41,368,1327,484,1011,312,342,5,20,1419,1902,6,325,0,-3,1,1924.0,-,-,-,-,-,-,-,1.0,0.0,1.0,1.0,1.0,0.0,179609.0,1.0,2.0,57.0
臺北市大同區光能里,臺北市,63000060,大同區,63000060-008,光能里,5090,92.73,41799.43,52.76,25.24,27.52,109.04,841,3332,917,48,394,1403,593,1135,308,341,9,14,1472,2200,2,329,0,-5,-46,2040.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,1.0,121788.0,1.0,3.0,65.0
臺北市大同區南芳里,臺北市,63000060,大同區,63000060-012,南芳里,4022,85.09,18083.64,51.09,21.68,29.41,135.7,577,2662,783,18,333,1150,453,873,298,293,11,12,1182,1735,1,307,0,9,-40,1724.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,222441.0,1.0,3.0,44.0
臺北市大同區國慶里,臺北市,63000060,大同區,63000060-018,國慶里,4645,90.29,39548.07,48.78,21.04,27.74,131.81,657,3122,866,42,449,1404,552,963,271,296,3,9,1347,2162,2,254,1,6,-3,1957.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,1.0,117468.0,1.0,2.0,39.0
臺北市大同區國順里,臺北市,63000060,大同區,63000060-017,國順里,2690,105.03,20674.34,47.88,16.93,30.95,182.79,308,1819,563,9,132,610,283,719,296,317,5,10,857,1051,0,279,0,-6,55,1083.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,0.0,130130.0,1.0,3.0,33.0
臺北市大同區大有里,臺北市,63000060,大同區,63000060-009,大有里,4473,94.31,18723.08,50.15,17.76,32.39,182.42,529,2979,965,25,294,1349,441,1158,360,304,6,7,1370,1974,3,326,0,-5,-108,1828.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,0.0,238935.0,1.0,3.0,50.0
臺北市大同區延平里,臺北市,63000060,大同區,63000060-010,延平里,3978,91.62,43048.22,46.09,14.36,31.73,220.97,391,2723,864,27,292,1165,441,1009,335,289,10,14,1263,1696,5,384,1,-1,-73,1870.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,92421.0,1.0,4.0,47.0
臺北市大同區建功里,臺北市,63000060,大同區,63000060-003,建功里,4635,90.74,37800.63,50.68,18.82,31.86,169.26,579,3076,980,37,422,1295,515,1092,312,347,8,14,1361,2049,1,371,0,7,-59,2067.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,0.0,122633.0,1.0,2.0,60.0
臺北市大同區建明里,臺北市,63000060,大同區,63000060-002,建明里,3138,88.92,20961.22,52.78,17.04,35.74,209.71,350,2054,734,33,288,998,378,716,192,169,3,5,963,1338,7,296,0,-9,-34,1470.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,1.0,149725.0,1.0,3.0,42.0
臺北市大同區建泰里,臺北市,63000060,大同區,63000060-004,建泰里,3633,91.61,29184.47,56.53,24.9,31.62,126.99,578,2321,734,46,325,1077,431,773,213,173,4,7,1014,1590,5,247,0,0,-62,1553.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,124500.0,1.0,3.0,67.0
臺北市大同區揚雅里,臺北市,63000060,大同區,63000060-019,揚雅里,4382,119.76,65781.97,43.11,10.06,33.05,328.57,308,3062,1012,19,236,999,520,1220,528,491,11,49,1547,1612,3,656,0,-12,-58,2421.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,66623.0,1.0,3.0,33.0
臺北市大同區斯文里,臺北市,63000060,大同區,63000060-020,斯文里,4520,95.76,43962.88,43.08,12.73,30.36,238.56,402,3159,959,37,321,1234,490,1145,436,406,8,41,1475,1944,3,407,0,-8,-36,2022.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,102828.0,1.0,3.0,27.0
臺北市大同區星明里,臺北市,63000060,大同區,63000060-007,星明里,6014,89.12,38663.06,50.99,24.78,26.21,105.78,987,3983,1044,55,527,1710,657,1372,363,312,10,16,1670,2623,16,441,0,5,-47,2579.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,1.0,155570.0,1.0,4.0,57.0
臺北市大同區景星里,臺北市,63000060,大同區,63000060-014,景星里,2530,99.53,22108.04,49.88,15.58,34.3,220.15,263,1688,579,14,141,563,255,679,268,321,5,17,840,974,7,271,0,-9,-20,1101.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,0.0,114453.0,1.0,3.0,14.0
臺北市大同區朝陽里,臺北市,63000060,大同區,63000060-006,朝陽里,4244,91.34,41085.02,45.09,13.85,31.25,225.68,405,2925,914,44,360,1342,519,967,294,285,8,11,1347,1859,1,383,1,2,-54,1994.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,0.0,103312.0,1.0,4.0,71.0
臺北市大同區民權里,臺北市,63000060,大同區,63000060-013,民權里,6475,91.12,30466.14,51.78,26.14,25.64,98.12,1115,4266,1094,64,569,1911,789,1279,373,343,7,15,1844,2810,1,414,0,2,-44,2567.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,212559.0,1.0,4.0,58.0
臺北市大同區永樂里,臺北市,63000060,大同區,63000060-005,永樂里,5063,99.49,22610.75,49.79,17.25,32.54,188.68,583,3380,1100,54,464,1615,571,1165,315,284,2,2,1516,2374,3,325,1,10,-67,2252.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,223950.0,1.0,2.0,99.0
臺北市大同區玉泉里,臺北市,63000060,大同區,63000060-001,玉泉里,2852,96.69,8705.58,50.66,15.16,35.5,234.15,287,1893,672,18,230,924,343,663,207,165,3,9,867,1358,0,185,0,2,-5,1237.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,327650.0,1.0,2.0,55.0
臺北市大同區老師里,臺北市,63000060,大同區,63000060-024,老師里,5667,98.63,9406.28,44.35,15.61,28.73,184.01,613,3926,1128,28,368,1531,655,1446,499,494,13,19,1816,2461,6,414,0,-5,-45,2295.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,602551.0,1.0,2.0,60.0
臺北市大同區至聖里,臺北市,63000060,大同區,63000060-022,至聖里,7600,91.68,32939.36,46.58,13.73,32.84,239.19,712,5185,1703,61,646,2253,975,1853,498,557,10,27,2468,3334,8,581,0,1,-56,3381.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,1.0,230758.0,1.0,2.0,82.0
臺北市大同區蓬萊里,臺北市,63000060,大同區,63000060-016,蓬萊里,4865,89.23,31394.39,47.65,18.39,29.26,159.08,606,3295,964,55,410,1415,593,1087,354,318,3,16,1467,2185,5,331,0,-4,-35,2136.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,154984.0,1.0,3.0,65.0
臺北市大同區鄰江里,臺北市,63000060,大同區,63000060-021,鄰江里,6342,98.5,27404.48,47.04,16.32,30.72,188.21,704,4313,1325,40,419,1704,686,1512,632,596,8,30,1968,2790,1,482,0,-1,-52,2606.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,0.0,231454.0,1.0,3.0,48.0
臺北市大同區重慶里,臺北市,63000060,大同區,63000060-025,重慶里,6582,90.23,15288.31,44.56,16.52,28.05,169.81,752,4553,1277,72,636,2026,794,1365,442,465,11,19,2074,3003,6,418,0,2,-46,2638.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,430582.0,1.0,2.0,46.0
臺北市大同區隆和里,臺北市,63000060,大同區,63000060-015,隆和里,3571,92.92,29701.41,49.48,21.85,27.63,126.44,522,2389,660,24,275,989,389,859,237,261,3,12,1089,1517,3,244,0,-1,6,1543.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,120246.0,1.0,3.0,38.0
臺北市大同區雙連里,臺北市,63000060,大同區,63000060-011,雙連里,9377,92.03,44596.74,50.2,23.8,26.4,110.9,1486,6243,1648,81,683,2554,1086,2126,662,642,17,27,2726,3945,5,727,0,-8,-16,3825.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,210290.0,1.0,4.0,93.0
臺北市大安區仁愛里,臺北市,63000030,大安區,63000030-005,仁愛里,4953,82.63,23456.37,71.5,24.31,47.2,194.16,702,2888,1363,110,632,1952,495,719,204,115,9,6,1390,2266,2,295,0,-6,-49,2097.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,211185.0,1.0,6.0,59.0
臺北市大安區仁慈里,臺北市,63000030,大安區,63000030-002,仁慈里,5649,89.5,46287.72,65.47,34.27,31.2,91.03,1170,3414,1065,143,859,1989,511,694,158,108,8,5,1418,2573,4,248,0,6,0,2018.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,0.0,122056.0,1.0,5.0,50.0
臺北市大安區住安里,臺北市,63000030,大安區,63000030-029,住安里,4840,83.75,35938.9,51.63,15.91,35.71,224.41,508,3192,1140,64,571,1650,561,927,248,285,5,17,1547,1983,5,435,0,-2,-34,2248.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,134690.0,1.0,6.0,50.0
臺北市大安區光信里,臺北市,63000030,大安區,63000030-056,光信里,7457,85.96,54807.51,62.85,23.94,38.92,162.59,1096,4579,1782,138,1022,2785,764,1131,263,241,2,8,2028,3520,1,449,0,3,-82,2987.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,136075.0,1.0,6.0,107.0
臺北市大安區光明里,臺北市,63000030,大安區,63000030-019,光明里,4010,94.28,31692.09,60.98,37.17,23.81,64.04,926,2491,593,89,657,1290,363,482,92,97,5,6,878,1907,2,172,1,1,-17,1486.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,126547.0,1.0,4.0,61.0
臺北市大安區光武里,臺北市,63000030,大安區,63000030-010,光武里,7219,81.2,35998.88,62.52,21.27,41.24,193.86,945,4442,1832,125,917,2678,792,1192,316,234,7,7,1991,3336,0,514,0,-5,-87,3244.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,1.0,200559.0,1.0,6.0,61.0
臺北市大安區全安里,臺北市,63000030,大安區,63000030-035,全安里,4195,85.95,31951.92,61.16,17.02,44.14,259.37,443,2603,1149,74,641,1668,471,623,149,121,0,3,1205,2047,1,236,0,0,-37,1839.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,0.0,131307.0,1.0,5.0,35.0
臺北市大安區古莊里,臺北市,63000030,大安區,63000030-014,古莊里,7381,85.03,33292.29,56.68,24.77,31.9,128.79,1167,4711,1503,226,1259,2686,618,973,235,193,9,9,2025,3465,7,370,1,6,-36,3242.0,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,0.0,221732.0,1.0,3.0,131.0
臺北市大安區古風里,臺北市,63000030,大安區,63000030-013,古風里,4212,89.82,39496.63,62.63,24.83,37.8,152.26,643,2590,979,160,700,1484,423,532,136,124,6,8,1128,2036,1,192,0,3,0,1781.0,-,-,-,-,-,-,-,0.0,1.0,1.0,1.0,1.0,0.0,106656.0,1.0,0.0,65.0
